,index,product_id,reviewer,reviewer_rank,specialist,user_score,on_off,review,help,year,month,day,아토피,쿨톤,all,탄력,웜톤,건성,피지과다,모공,트러블,각질,잡티,블랙헤드,약건성,홍조,중성,주름,다크서클,복합성,민감성,미백,지성,발림성,자극도,피부타입_건성에_좋아요,피부타입_복합성에_좋아요,피부타입_지성에_좋아요
2731,2759,A000000010462,sally536****,0,0,5,0,로션같이 발려서 바르고 화장해도 밀리지않고 좋앙ㅅ,2,2020,9,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,1,0,0
2732,2760,A000000010462,pjhsa****,0,0,4,1,지성인데 너무좋아요~~~ 재구매 각입니다~~~~~,2,2020,4,26,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,0,0,1
2733,2761,A000000010462,깽무룩,0,0,5,1,"친구들이 자체발광이라며 부러워하는 수분감 가득한 선크림
완전 오일리한 느낌은 아니고 딱 적당한 정도에염",2,2020,4,24,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,3,3,1,0,0
2734,2762,A000000010462,white****,0,0,5,0,None,0,2020,4,22,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,1,0,0
2735,2763,A000000010462,wlswn****,0,0,5,1,좋아요늘쓰던제품이예요만족합니다...................좋아요늘쓰던제품이예요만족합니다...................좋아요늘쓰던제품이예요만족합니다...................좋아요늘쓰던제품이예요만족합니다...................,2,2020,4,21,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0,1,0
2736,2764,A000000010462,pigy****,0,0,4,1,몇년째 계속 쓰고 있는 선크림이에여 베이스 역할도 하거 좋아요,2,2020,4,14,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,0,1,0
2737,2765,A000000010462,ekfo****,0,0,5,1,"순하고 촉촉해서 맨날 이것만써요
백탁도 없어서 좋아요",2,2020,4,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,0,1,0
2738,2766,A000000010462,str****,0,0,5,0,"촉촉하고 발림성 좋고 자극 없는 수분선크림
평소 메이크업 전 사용도 무리없고 일정 없는 날엔 단독사용도 괜찮은 것 같음",2,2020,4,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,1,0,0
2739,2767,A000000010462,skylar****,0,0,5,1,엄청 촉촉해요 근데 피부타입이 좀 지성으로 바뀌니 많이 기름진 느낌도 들어오 건성일 때 몇통 썼습니당,2,2020,4,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,1,0,0
2740,2768,A000000010462,sjco****,0,0,5,0,이것만 쓰게 되네요 진짜 순하고 냄새없어서 좋고 촉촉해요  눈시림도 없고 잘 발려요 선크림 이거저거 많이 써봤는데 항상 라로슈포제 멜트인크림으로 돌아오게 됩니다. 얼굴이 너무 당기고 건성인데 강추해요,2,2020,4,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,1,0,0
2741,2769,A000000010462,보비,564,1,5,0,사용해보고 마음에 들어서 계속 사용중입니다. 수분감이 있는 수분크림이라서 촉촉하고 좋습니다.  색상이 없어서 언제든지 사용할 수 있어서 더 좋네요.,2,2018,12,18,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
2742,2770,A000000010462,핑가는귀엽다,305,0,5,0,"라로슈포제 유데비아 선크림 재구매입니다!
첫구매했던 제품은 톤업라이트인데, 이번엔 멜트인 크림이예요
톤업라이트가 아닌 멜트인 크림으로 선택한 이유는
톤업라이트의 톤업력이 제가 원하는것과는 차이가 있어서..ㅠ.ㅠ
하지만 발림성이나 바른후 수분감은 모두 만족스러웠어서
차라리 톤업이 안되는걸로 하는게 낫겠다는 
판단이 들어서였어요! 결과는 만족입니다~
좋았던 부분과 아쉬운 부분을 함께 적어보도록 하겠습니당

장점 1. 성분 그리고 성분!
민감성 피부이신분들이 라로슈포제 제품을 많이 쓰시죠
저도 민감한편이라 특히 매일 발라야하는 선크림을 고를때
특히 고민을 많이 한답니다 ㅠ.ㅠ
라로슈포제 선크림 좋다는 말을 많이 듣고 믿고 사봤는데
역시 트러블 없이 편안했어요~

2. 촉촉한 사용감
수분감이 많이 느껴져서 촉촉합니다
수분감 많은 선크림들 잘못 고르면 시간 지날수록
마르면서 건조해지는데 ㅜㅜ 다행히 그렇지 않았어요

3. 차단력
확실히 햇빛 차단이 잘 되는 느낌이예요
저는 그을리면 타지않고 빨갛게 익는편인데
전혀 그렇지 않았어요!

아쉬운점 1. 용량
이건 많은분들이 언급하시는 부분이겠죵 ㅎㅎ
양이 너무 적어요 ㅜㅜ 대용량 출시 예정 없으신지..
아님 대용량 원래 있는데 올영에서는 안파는것인지..

2. 밀림 현상
가끔 때처럼 밀릴때가 있어요!
다른 제품 쓸때는 안그런걸보면 제 피부의 문제는 아닌거같고ㅠ
이점 참고하셔야 할것 같습니다~",1,2022,10,11,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3,3,1,0,0
2743,2771,A000000010462,늦여름밤,0,0,5,1,"#재구매 이유
올해 처음 라로슈포제 선크림을 구입해 사용했고 다 떨어질 때마다 재구매 하고 있어요.
저는 파데나 다른 기초는 뭘 써도 괜찮은데 클렌징 오일하고 선크림이 안 맞으면 트러블이 올라오는 피부라 클렌징오일하고 선크림은 신중하게 고르는 편인데 라로슈포제 선크림 정말 좋네요!

지난 번 사용했던 제품은 톤업기가 들어간 것이었는데 바르면 화사해져서 좋았지만 선크림을 많이 바를 땐 좀 밀리는 느낌이 들었어요. 그래서 이번에는 촉촉한 타입으로 구입해보았습니다.

#수분타입
선크림 같지 않게 수분이 가득한 타입이에요. 저는 선크림 한 번 바를 때 많이 바르는데 많이 발라도 답답한 기분이 하나도 없고 잘 스며드는 게 느껴져서 좋습니다. 평소 선크림 답답해서 못 바른다는 분들에게 추천합니다. 남성분들도 좋아할 타입이에요.

#자외선 차단
pa+++ 50 답게 차단은 잘 되는 것 같아요.
사실 자외선차단제 발라도 땡볕에 오래 있을 일이 없고 양산도 자주 사용하는 편이라 제품 자체로 차단이 얼마나 잘 되는지는 모르겠지만.. 햇볕이 뜨거운 나라에서 만드니 잘 만들지 않았을까 하고 씁니다ㅋㅋㅋ

#아쉬운 점
가격대비 용량이겠죠..?ㅠㅠ 
30ml 너무 작아서 대용량 좀 만들어줬으면 좋겠어요ㅠㅠ
진짜 금방 씁니다.. 너무 작아서 바디용으로는 못 쓰겠고요
세일할 때마다 삽니다.. 그나마 종류별로 돌아가면서 할인해줘서 고마워요 올리브영ㅠ_ㅠ",1,2022,8,23,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,1,0,0
2744,2772,A000000010462,iss****,0,0,3,0,라로 슈포제의 제품은 많이 사용해 와봤어서 누구보다도 잘 압니다. 라로슈포제의 제품은 투명한 느낌이 굉장히 좋게 다가와서 잘 사용중입니다 모든 사람들이 피부의 유형이 다르지만 제가 추천한 사람들 모두 피부가 역시 저와도 달랐다고 할 수 있습니다. 즉 서로서로 모두 다른 피부를 가지고 있어서 추천을 하기전에는 긴가민가했었는데 다들 만족하면서 사용중입니다라고 저에게 말을 해주어서 좋았던 기억이 있네요. 많은 사람들이 라로슈포제의 크림을 많이 사용하는 것 같아서 말하는데 너무나도 좋아요. 저는 지금 구매한 제품이 라로슈포제의 멜트인 크림이라는 제품입니다. 투명한 느낌을 가지고있고 매우 부드럽게 얼굴과 몸의 피부에 들이는 느낌을 가지고 있어서 개인적으로 제일 좋아하는 제품입니다. 요번에 어버이날에 꼭 선물을 하라고 주위사람들에게 추천해줬네요,1,2022,5,24,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0,1,0
2745,2773,A000000010462,kjlove****,0,0,5,0,"피부가 수부지 복합성이라 매트한 타입은 쳐다도 보지 않고 항상 촉촉한 수분감이 있는 유비데아 XL 멜트인 크림만 사용하고 있어요 🌝✨

✔️발림성
수분과 유분기가 같이 느껴지는 제품이에요 
꾸덕한 제형은 절대아니고  적당히 유분기가 있는 정도로 느껴지실 거에요! 
라로슈포제 썬크림은 장점은 수분감이 넘치는 썬크림 입니당 ☺️🧴
바르고 나면 백탁현상도 없답니당 파부가 환해집니당 
정말 강추 !! 👍🏻

✔️용량과 자외선 차단 효과
너무 적은 양에 가격이 비싸지만 계속 꾸준히 사용하는 이유는 피부과에서도 추천하는 라로슈포제 이기도 하고 제부에 정말 잘맞고 애정하는 브랜드에요 ☺️💛
가격만큼 성분에 자신있고 자외선차단지수도 SFP50+ PA++++ 입니당 !!! ㅎㅎㅎ 이렇게 순한데 자외선 차단이 잘되고 더 손이가고 애정하는 찐템 썬크림 입니당 🙋🏻‍♀️💛
톤업보다는 수분이 꽉찬 썬크림이에요 정말 강추해요 !!

저는 매일매일 썬크림 바르면서 느끼는건데 광이 하루종일 나서 사람들이 종종 물어봐요!  피부과 다니는지? 어떤시술하는지? 그만큼 물광 효과가 있고 수분이 꽉차있어요 
정말 강추하는 찐템이에요 ! 이 후기가 꼭 도움 되었음 좋겟어요 ! 다들 꼭사셔요 🌝💛",1,2022,5,16,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3,3,1,0,0
2746,2774,A000000010462,vminy****,0,0,5,0,최근 몇년간 사용하는 썬크림 중에 제 피부타입에 제일 잘맞아서 계속 사용해요 할인행사 자주 해주세요,1,2022,4,26,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,1,0,0
2747,2775,A000000010462,ahdi****,0,0,2,0,이렇게 스티커 덕지덕지 붙은 제품은 첨이에요.. 정품맞나 싶은.. 올리브영에서 이렇게 받은적이 첨이라.. 괜찮을 거라 생각하고 그냥 씁니다....,1,2022,3,27,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,0,1,0
2748,2776,A000000010462,jll****,0,0,2,0,피부가 예민한 딸아이 사용하라고 주문 했는데  용량이 너무 작습니다.배송된 상태가 뚜껑이 찢어져서 도착해서 사용한걸 보냈나 싶을 정도며 상품글에 테이프로 가려져서 온것두 기분이 찜찜 합니다,1,2022,1,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,1,0,0
2749,2777,A000000010462,kkj0****,0,0,4,0,"겨울 되면 건조해져서 촉촉한 선크림 찾다가 친구 추천으로 사봤다. 발림성은 로션처럼 촉촉하고 부드러웠다. 바른 직후에는 기름지지 않고 피부에 척 달라붙는 느낌. 다만 시간이 지나면 얼굴에 기름기가 돈다. 나는 선크림만 발라서 그런 것 같다. 기름진 피부에 장시간 마스크를 쓰니 트러블도 잘 남,, 바르고 파우더를 해주거나 아님 화장하는 사람들은 건조한 파데? 픽스 잘 되는 파데를 바르면 좋을 것 같다.",1,2021,12,11,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,1,0,0
2750,2778,A000000010462,메멕,0,0,4,0,"T존+코 양옆에 모공이 확장되어있고 시간 지나면 기름 좀 올라오는 복합성 피부임. 촉촉한 선크림으로 좋다고 추천 받아서 사게 됨. 

 올리브영에서 파는 다른 선크림들보다 가성비가 떨어지긴 함. 가격 대비 용량이 적어서... 그래도 아xx 선크림에 비해 눈시림이 없어서 가격값은 하는 느낌. 여름동안 정량(두 손가락)대로 화장할 때만 바르고 나갔는데 아직 다 쓰진 않은 거 보면 그래도 몇 개월은 쓸 듯.

 얼굴에 올리고 두드려서 흡수시키는데 비교적 잘 흡수되는듯. 톤업 없는 기본 선크림 샀는데도 얼굴이 좀 밝아지는 편. 

 복합성에게 여름엔 비추. 여름에는 오버모이스처라이징되는 감이 조금 있고 건조한 계절엔 추천... 그리고 건성 피부가 더 잘 쓸 듯. 지성 피부는... 그냥 뽀송뽀송한 거 찾으시는 게 나을 듯.

 눈시림 없고 자연스러운 백탁, 충분한 수분감 등등의 장점과 자외선차단,,,?잘됐을 거라는 믿음 하에 가을 겨울엔 재구매 의사 있음.",1,2021,8,22,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3,3,1,0,0
2751,2779,A000000010462,ooo****,0,0,5,1,"인생템입니다. 
나름 코덕인지라 화장대 위에 선크림만 대여섯개 개봉해놓고 그때그때 피부상태 컨디션과 날씨에 따라 선크림 선택하여 매일 아침 발라주고 있는데요,

촉촉한 선크림중 인생최고템입니다. 
밀림이나 과도한 유분감 (지성분들은 모르겠습니다만) 눈시림 이런게 전혀 없이 
저자극으로 아주 부드러운 생크림 로션마냥 발려서 몇통째 사용중인지... 모르겠네요 5년동안 5통은 쓴거 같네요 

살짝 톤업도 해주어 메베 효과도 있고 

다만, 가성비가 살짝 좋은편은 아닙니다. 용량이 30미리...
세일도 안하면 구매하기가 망설여질 정도로 드럭스토어 판매 제품치고는 
가격대가 다소 있는 편이예요 

세일할때 기다렸다가 구매하는 편이구요 

중건성분들께는 강력크 추천쓰
지복합성 분들께는... 테스트 해보시고 구매하는걸 추천합니다.",1,2021,8,13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,1,0,0
2752,2780,A000000010462,피스풀,0,0,5,0,"조금 번들거림은 있으나 발림성 좋음!🙆‍♀️
구매하기 전에 라로 선크림을 보면서 용기가 저렇게 작네~??
가격대비 양이 굉장히 적다고 생각했는데 큰맘 먹고 한번 구매해봐서 무작정 사용해보니 굉장히 순하고 저자극이면서 수분감도 좋네요.
톤업을 살까 수분으로 살까 고민 많이했는데 실제로 손등에 테스트 해보니까 별차이가 없는듯하여 그냥 일반 수분으로 겟했답니다!
발림성이 좋아요
->발림성이 좋다보니 확실히 얼굴에 자극도 안가고 수분감이 확 느껴져요.
(그렇지만 여름철에는 번들거림으로 번들거리는 거 싫어하시는 분들은 조금 띵킹..ㅋㅋ)
수분 선크림인데도 불구하고 피부가 환해져요!
2-3년 전에는 양에 비해 가격이 부담스러웠을지몰라도 이제는 거짓 대부분 이가격에 선크림 구매해서 사용해보기에 나쁘지 않은것 같아요!",1,2021,7,30,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3,3,1,0,0
2753,2781,A000000010462,올영박박,0,0,5,0,"라로슈포테 수분 선크림으로 유명하더라구요! 착한성분 순한 선크림이기 떄문에 피부과에서도 추천하는 선크림이라고 하더라구요.ㅋㅋ 용량은 30ml로 한손에 잡고 남는 사이즈! 양은 아쉽다고 생각했는데 쓰다보면 생각보다 그렇게 적지 않았어요!
제일 기본 베이직 선크림이고 톤업이나 베이스 bb기능은 아예없어요. 백탁현상도 없고 그냥 촉촉하고 부드러운 크림같아요.
화장전에 바르는 선크림의 필수조건은 절대 밀리면안되고 촉촉해야 되는데 이 두가지를 둘다 만족.ㅋㅋ  어차피 기초는 최대한 특튼히하기 때문에 스전에 발라둔 기초가 밀리지 않으며 건조하지 않게 하는 선크림으로 짱이예요.순한선크림 찾는 분들이 쓰면 정말 좋을거같아요!",1,2021,6,29,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2,2,0,1,0
2754,2782,A000000010462,poohs****,0,0,5,0,"몇년째사용중인 해브템
다른화장을안해서 썬크림에 욕심이있는편이라ᆢ
여러가지써보고했는데 난 이게젤조아ㆍ
커버력은 정말없음ㆍ
난 커버력없는걸 조아하니ᆢ
그래도 죙일 피부 반들반들 광나서조음ᆢ
늘2개씩 쟁겨두는제품ㅎ",1,2021,5,26,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,1,0,0
2755,2783,A000000010462,leona****,0,0,3,1,"수부지...? 복합성...? 인데요 솔직히 수분감 좋다고해서 매장에서 손등테스트하고 샀어요
손등에 발라봤을 땐 몰랐는데... 얼굴에 바르니까...수분감도 낭낭해서 좋긴한데 바르자마자 얼굴 엄청 번들거립니다ㅠㅠㅠㅠㅠ
기름이 뜨는 느낌은 아닌데 그냥 바르면서 번들거림도 같이 바르는 느낌...그리고 좀 오래 흡수 시키거나 시간지나야 좀 덜해지는...? 그래서 선크림만 발라주는 날에는 꼭 바르자마자 티슈로 얼굴 한 번 눌러주고 나갑니다..;; 
그러면 일단 한시간 정도 지나고 나서는 좀 덜 번들거려요...그래서 위에 쿠션이나 파데 바르는 날엔 안발라요ㅠㅠ",1,2021,5,25,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,1,0,0
2756,2784,A000000010462,a7894****,0,0,4,0,"2016년부터 꾸준히 공병보는 선크림이에요.
피부랑 눈이 민감한 편이라 아무거나 함부로 못 바르는 데 이건 정말 좋아요.
처음 바를 때만 수분감이 넘치는 게 아니라 바르고 나서도 피부가 건조해지지 않아서 건성분들에게 추천드립니다.
한 겨울만 아니라면 건성분들 화장하기 전에 발라도 괜찮아요.
단점으로는 가끔씩 뭉치고 밀릴 때가 있어요.
그리고 한 여름에 바르기엔 부족한 것 같아요.
자외선 차단 지수가 높은데도 피부가 금세 타버리더라구요.
그래서 봄, 가을용으로 딱 좋아요.
또 눈시림이 아예 없는 건 아니에요.
많이 심한 정도는 아니라 그냥 참고 바릅니다.",1,2021,5,20,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,1,0,0
2757,2785,A000000010462,hay****,0,0,5,0,라로슈포제에곤 이 제품이 저와 잘 맞아 꾸준히-물론 타사 제품도 병행해서 사용- 구입하는 상품입니다. 수분감 많고 촉촉한 반면 보송보송하진 않아요. 샘플 (본사 구입) 로 받은 톤업 로지보다 좀 유수분 많은 편이니 피부 타입에 맞게 구입하면 더 좋을 듯~ 백탁 전혀 없고 알러지 반응 없어 선택합니다. 눈이 시리고 불편한 자외선 차단제도 있었음.,1,2021,5,14,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,1,0,0
2758,2786,A000000010462,wkdal****,0,0,5,0,"라로슈포제 제품 자체를 처음 써봅니다
유튜브에서도 항상 유명한 제품이라 알고는 있었는데 쓰던 것만 사용하다보니 이제서야 처음 써보게 됐어요
평소 유분기 많은 썬크림을 싫어하는데 이 제품은 산뜻하게 잘 발리는 것 같아요
유분기 많으면 화장할 때 뭔가 밀리는 느낌이라 그런 유형의 썬크림은 기피하게 되더라구요~
이 제품은 백탁현상이나 화장이 밀리는 현상은 없는 것 같아요~
그리고 피부가 민감해서 트러블 일어나는 제품같은거에 예민한데 그런 현상도 없는거보니 제품도 순한 것 같네요~ 유통기한도 길고 제품포장도 꼼꼼하게 배송해주셨어요 만족합니다~",1,2021,4,29,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,0,1,0
2759,2787,A000000010462,guj****,0,0,5,1,"와 저 드디어 선크림 유목민에서 벗어낫어요 ...
매번 선크림바를때마다 모공이 막혀서그런지 트러블올라고 아님 볼쪽이 자극되서 빨개지는데 이선크림은 2일정도 발랏는데 아무 자극이 없어요  선크림 브랜드는 다써본거같은데 앞으로 이제품으로 장착할거에요 근데 너뮤 많이 바르면 유분기가 많아서그런지 번들번들거려요 욕심부려서 너무 많이바르몀안되요 양조절 필수!",1,2021,4,27,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2,3,1,0,0
2760,2788,A000000010462,fresh****,0,0,5,0,자극없이 순하고 너무 좋아요~ 선크림은 이걸로 정착해겠어요.,1,2021,3,22,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,1,0,0
2761,2789,A000000010462,pooh8****,0,0,5,1,"요근래 선크림 차단지수 이슈가 있었는데, 공교롭게도 제가 사용하는 2개의 브랜드가 모두 해당되었습니다. 저렴한 가격을 우선시했고, 워낙 민감한 피부라 성분이 착한 제품을 알려주는 앱 랭킹에서 상위권 제품 위주로 구매했기에 제대로 된 제품을 고르지 못한 건 아마 당연한 결과였을지도 모릅니다. 형편없는 차단지수에 충격받았고, 선크림같은 기능성 제품은 신생 브랜드가 아닌 믿을 수 있는 브랜드에서 구매해야겠다고 생각했습니다. 기존에 사용하던 제품들보다 가격대가 있지만, 여러모로 만족하며 사용하고 있습니다. 일단 첫째로 제일 만족하는건 차단지수입니다. 두번째로는 구매한 날부터 5일 연속 사용하고 있는데 높은 차단지수임에도 트러블이 없다는 점입니다. 그리고 입구가 좁아 양조절에 용이하고, 약간의 톤업기능이 있고 촉촉한 제형이라 이 제품을 바르면 얼굴에 윤기가 돌고 안색이 맑아보입니다.",1,2021,3,8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,1,0,0
2762,2790,A000000010462,염둥,846,1,5,1,"전부터 살까말까 고민한 제품인데 테스터 상품을 한번 더 사용해보고 구매한 크림이예요 
두 가지 버전이 있는데 제가 산 제품이랑 하나는 더 꾸덕하고 톤의 색상 변화가 조금 있는 제품이길래 
촉촉하고 톤 변화 없는 크림으로 구매했답니다 
바르는 순간 되게 촉촉해서 마음에 들었구요 제가 민감성 피부라서 그런지 바르면 즉각적으로 손등에 테스트 해도 가렵거나 피부 반응이 오는데 순하고 좋더라구요 
잘 구매한거같아요 ! 산지 며칠 되진않았지만 이정도면 완전 만족스럽습니다 건성인 피부에 추천드려요 ! 
제가 많이 건조한 편에 민감하기까지 한데 딱 좋은 크림같습니다",1,2021,3,7,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3,3,1,0,0
2763,2791,A000000010462,wjsdbwls****,0,0,5,1,늘 쓰던 제품이라 세일기간에 샀어요~ 자극없어요,1,2020,12,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,1,0,0
2764,2792,A000000010462,뚜달,0,0,5,1,몇번째 재구매입니다. 순하고 촉촉하며 특히 이거 바르고 화장이 잘 먹어서 애용하고있슴다,1,2020,11,29,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3,3,1,0,0
2765,2793,A000000010462,poy****,0,0,5,1,"민감성 피부라 저자극, 민감성 선크림 많이 발라봤는데 써본 것들중에 제일 잘 맞네요. 백탁 현상은 크지 않은데, 지성인 분들이 쓰기엔 약간 힘들만큼 유분감 있어요",1,2020,11,27,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,1,0,0
2766,2794,A000000010462,kjlove****,0,0,5,1,"라로는 믿고 사서 트러블은 없어요 순해서 저한테 잘맞아요 항상 이용할게요 ㅎㅎ
썬크림 강추에요 !",1,2020,11,5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,3,3,1,0,0
2767,2795,A000000010462,always****,0,0,5,0,"요즘처럼 차가워진 날씨에 건성인 제 피부에 딱 좋은 썬크림 발견했어요~ 백탁 현상도 없구요 촉촉해요
마음 같아서는 사무실에도 한개 더 쟁여놓구 수시로 발라주구 싶어요",1,2020,10,30,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,1,0,0
2768,2796,A000000010462,후후하하,0,0,5,1,아주 촉촉한 선크림입니다! 복합성이지만 촉촉하고 순해서 좋아하는 제품이에요,1,2020,9,22,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,0,1,0
2769,2797,A000000010462,hushplz****,0,0,5,0,"요즘처럼 마스크 쓰고 찬바람 불때
사용하기 좋아요. 쿠폰으로 추가 할인받아
미리 쟁여 놓아요. 
유통기한도 넉넉하고요.",1,2020,9,22,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,1,0,0
2770,2798,A000000010462,dalni****,0,0,5,0,재구매할것같아요  발림성좋고 잘 펴발라지고 피부자극없고  그동안 여러제품 썼지만 최근들어 젤 맘에 들어요,1,2020,9,22,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,0,1,0
