,index,product_id,reviewer,reviewer_rank,specialist,user_score,on_off,review,help,year,month,day,쿨톤,지성,민감성,블랙헤드,다크서클,트러블,약건성,탄력,웜톤,홍조,아토피,주름,피지과다,모공,잡티,각질,건성,미백,all,중성,복합성,자극도,피부타입_건성에 좋아요,피부타입_복합성에 좋아요,피부타입_지성에 좋아요,피부고민_보습에 좋아요,피부고민_주름/미백에 좋아요,피부고민_진정에 좋아요
10,10,A000000175090,정티케,0,0,4,0,"📍정가 15,600원 / 구입가 14,040원

용량: 60매 / 140ml

화장품제조업자: 엔코스

화장품책임판매업자: 씨엠에스랩


📍 <인체적용시험 완료 항목>

1) 즉각적 모공 수축 테스트 완료

2) 민감성 피부 적합성 테스트 완료

3) 즉각적 pH 개선 테스트 완료

4) 피부 자극 테스트 완료


📍 사용후기
핀셋이 내장되어 있어서 위생적으로 사용 가능하고

캡 손잡이 부분에 끼워서 고정도 할 수 있어요

뚜껑 안에 보관할 수 있게 되어있으니까

핀셋 잃어버리거나 먼지 쌓일 걱정 없어서

너무 좋은 아이디어인 것 같아요

에어타이트닝 캡 덕분에 많은 에센스 양에도

내용물이 새지 않더라고요!

뒤집어도 봤는데 끄떡없음

캡이 완전히 밀폐시켜주는 타입이라서

용기에 맞게 조립해 주고 중간 부분을

꾹 눌러줘야 잘 닫히니까 참고해주세요

패드는 손등을 거의 덮을 정도의 크기이고

앞면과 뒷면의 질감이 달라서

양면으로 사용할 수 있는 타입이에요

향은 산뜻한 토너 향이 났어요

전성분을 보니까 인공향료를 사용하지

않은 것 같더라구요

수분 보충도 되면서 각질제거를 해주는 게

이 제품의 가장 큰 장점인 거 같고

저는 얼굴에도 사용하지만 바디용으로도

사용하고 있어서 만능 각질케어템으로 추천


그리고 사용 후 느낀 단점은

저는 피부가 이미 자극을 받아있는

상태에서 사용해서 그랬는지

패드 팩처럼 사용할 때는 괜찮았는데

엠보싱 면으로 입과 턱 주변을 문지르니까

(저는 또 약간 벅벅 닦는 스타일이라..)

자극감이 조금 느껴졌습니다

피부가 자극받은 상태에서 사용할 때는

각질제거를 위해서 문질러주는 것보다는

팩처럼 사용해 주고 마무리로 살짝만

닦아내듯이 사용해 주는 것을 추천드려요


어차피 물리적인 각질제거 방식이 아니라

화학적 각질제거이기 때문에 괜찮아요

과잉피지 조절을 위한 부분적 사용도 OK",4,2021,11,24,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
11,11,A000000175090,쥬킴,0,0,2,0,"순한건지 모르겠어요 ㅠㅠ 처음 바를때 따갑다는 느낌을 많이 받았어요. 그리고는 첨부한 사진처럼 눈가에 뾰루지가 엄청 올라왔고 각질도 벗겨져요. 두번 사용함 ㅠㅠ
이거랑 레이저크림이랑 같이 사서 썼는데 둘 중 뭐가 안맞는건지 모르겠어요.. 눈가에 뭐가 나거나 각질이 벗겨진적이 태어나서 한번도 없는데 ㅠㅠ 어찌해야할지.. 눈가가 연해서 더 그런가봐요 ㅠㅠㅠㅠㅠ 
두번 사용하고 얼굴이 전반적으로 너무 민감해져서 사용 중지했어요. 볼도 좁쌀 올라오구 ㅠㅠㅠㅠㅠ
다른 시카들로 진정시켜주고 있네요...
슈링크하고 레이저 크림 바르면 좋으려나, 모공패드 쓰면 좀 더 모공에 효과가 있으려나.. 하며 구매한건데 돈만 버린 기분이에요 ㅠㅠ 다른분들은 잘 맞으시나요 ㅠㅠ?
이게 사진으로는 잘 안보이는거고 실제로 보면 오돌토돌 쩔어요... 속상 ㅠㅠ 민감하구 피부 얇은 건성 피부분들은 구매 고려해보심이 좋을듯 해요..",4,2021,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0
12,12,A000000175090,돌돌말이,0,0,5,0,"셀퓨전씨 선크림 예전에 써보고 괜찮군~싶은 브랜드였는데,
이번에 올영체험단으로 모공 케어 패드를 써봤는데용
패드는 시중에 나와있는 패드들이나 별반 차이 없어요.
두께도 적당히 도톰하고, 한쪽은 엠보싱, 한쪽은 민자~
제가 거즈면인 패드도 써봤는데, 그냥 무난하게 이런 엠보싱+민자 패드가 훨씬 좋더라구용. 거즈는 뭔가 더 자극적인 느낌..그리고 얇아서 사용감이 안좋았기에 팩 하는 용으로 썼어요,,

앰플도 적당히 들어있어요. 
배송 과정에서 이리저리 흔들리는 그럴수도 있겠다 싶어,
배송 오고 이틀 후에 첫사용했는데 맨 윗장 패드까지 잘적셔져 있더라고용. 살짝 찰랑이는 정도로 앰플 있으니 마지막 패드 쓸 때까진 마르진 않겠다 싶었죠.

세수하고 손에 힘빼고 전체 쓱쓱 닦아주고, 모공 고민이 있는 나비존이랑 코 각질, 화이트 헤드쪽 슥슥 여러번 살살 닦아주면 맨들해져요! 
살짝 눈에 들어갔는데 안따갑네요. 그것도 증말 만족스럽군용.
약산성 PHA 들어있다는데, 피부 결이 잘 정돈되면 좋겠어요.
아무튼 이 제품으로 매일 코주변 피지 화이트헤드 관리 할 수 있다는 것에 의의를 둡니당.",4,2020,12,28,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0
13,13,A000000175090,hoii,448,0,3,0,"✅️ 지성 남자친구에게 선물용으로 구매

✔️ 여름철 선크림 사용 후 닦토 필수
: 선크림을 클렌징폼으로만 지우는 분들은 피부에 노폐물이 아직 남아있을 가능성이 커서 닦토는 필수라고 생각해요😭😭😭
➡️ 스킨을 화장솜에 묻힌 후 닦는 게 귀찮은 분들에게 더욱이 추천합니다!!

✔️ 오래동안 사용해도 넉넉한 내용물
: 토너패드가 축축하게 젖어있어서 좋더라구요ㅎㅎ덕분에 닦아낼때에도 자극이 덜 해요
➡️ 스킨팩으로 사용해도 될 정도로 패드에 내용물이 듬뿍입니다

✔️ 수부지, 지성피부에게 추천하는 토너패드
: 사용 후 잔여감이 거의 없어요! 직후에는 살짝 끈적임이 있지만 시간이 지나면 없어져요
➡️ 건성인 저한테는 살짝 건조해서 겨울에는 쓰기 힘들 것 같아요.

✔️ 엠보면 & 순면

✔️ 요즘 나오는 토너패드들에 비해 사이즈는 작음

✔️ 모공수축은 잘 모르겠지만 쿨링효과는 제대로래요 👍

✔️ 집게가 있어서 위생적으로 사용할 수 있어요

✔️ 케이스는 견고한데 돌려서 닫을 때 살짝 헛도는 느낌이 있어서 아쉬웠는데 케이스가 리뉴얼됐네요‼️",3,2022,8,16,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
14,14,A000000175090,말랑말랑삼식이,88,1,5,1,"⭐️⭐️일주일 특가로 구매했던 셀퓨전시 모공톡스 패드 후기⭐️⭐️
원래 아비브 제품만 사용하다가 셀퓨전시 제품 처음으로 구매해봤어요! 아비비 솔잎모공패드 제일 좋아하는데 셀퓨전시 모공톡스 패드도 매우 만족스럽습니다! 피부결정돈이 필요할때, 화장 전 엠보싱면으로 닦아내면 좋아요! 샤워하고 나와서 진정용으로도 좋았습니다! 붙여놓으면 밀착력도 좋아서 사용하기에 편리햌ㅅ어요! 다만 용기가 안쪽에 플라스틱을 여닫을때 가운데를 꾹 눌러야 잘 닫히고 , 아무리 닦아내도 닫을때마다 액이 흘러나와서 지저분해지더라구여 ㅠ 이 점 빼고는 제품 자체는 매우 만족스럽급니다! 여름철에 사옹하기에 굉장히 좋은제품깉아요! 사실 사계절 내내 좋지만 모공고민이 가장 커지는 여름이라 더 좋은것 같습니다 ㅎㅎ 저렴하게 행사할때 구매해서 더 합리적으로 샄ㅅ어요",3,2022,7,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0
15,15,A000000175090,구르르,904,0,5,1,보통 세수하고 나서 닦토를 하는데 계속 솜을 사용하는 게 불편해서 쓸만한 패드를 찾다가 구매하게 되었어요! 일단 가볍게 쓰기 무난했어요. 사용하고 나면 촉촉하고 큰 땡김 없어져서 좋았어요. 가장 좋았던 점은 뚜껑 안에 있는 막아주는 부분이 다른 제품처럼 그냥 여는 게 아니라 꽉 닫히는 느낌이라 엠플?이 잘 안 마르겠다는 생각이 들었어요! 마름 없이 계속 사용해도 촉촉하게 사용할 수 있었어요!! 세수하고 나서 항상 자주 사용하고 있는데 쓰기 편해서 다 쓴다면 다음번에도 구매 의향이 있습니다! 가볍고 무난하게 쓰실 만한 패드를 찾으신다면 추천드립니다 :) 셀퓨전씨 트리악 모공톡스 패드는 이름에 모공이 있듯이 크게 뚜렷한 변화는 없었지만 약간 개선이 되는 느낌이 있어 좋았어요!! 사계절 내내 사용하기 편한 것 같아요! 추천합니다:),3,2022,5,22,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
16,16,A000000175090,포ㅁ포,0,0,4,1,"사게된 이유
특가행사 9900원해서 사게됐어요. 셀퓨전씨 솔직히 선크림 사고 몇번 말아먹고 나서 약간 제 안의 이미지가 별로 안좋았는데 쓰던 클리오 사각패드가 다 떨어졌는데 그건 할인을 안하기도 하고 더울때 좀 산뜻한거쓰고싶어서 도전해봤어요

사용후기
진짜 더도 덜도 말고 딱 무난합니다. 딱 닦토의 정석처럼 나왔어요. 전에 셀퓨전씨 선크림 눈시림 심해서 두세번쓰다 결국 버렸거든요. (그래서 사용전에 약간 쫄았음)  근데 이건 자극이 없어요. 벅벅 닦아서 생기는 마찰자극이야 왠만한 패드는 다 있으니까 오케이되는 부분이고 
자극도는 올영패드 사용해본 기준
(슼푸 당근패드>넘사> 이번에산거>클리오 하이포어쩌고 거즈패드
당근패드 토너가 나랑 영 안맞는지 그것만 쓰면 얼굴이 새빨개지고 간지럽고 난리났고. 클리오 사각 수건같은 패드가 젤 순했어요

아 셀퓨전씨꺼는 클리오보다 여름에 쓰기 더 적합한 제형이었어요. 클리오는 토너자체에 수분홀딩때문인지 점도가 좀 있어서 더울땐 약간 끈끈한 느낌인데 셀퓨전씨는 라이트함

단점
용기가 문제가 있어요. 집게랑 패드액 분리하는 플라스틱커버가 있는건 좋은데 중간커버에 내부압력 배출구멍이 없으니까 중간커버닫을때 대충 닫으면 그게 다시 솟아올라요. 그러면 최종캡도 같이 안닫기는 구조라 뚜껑닫을때 굉장히 귀찮게 만들어져있어요. 차라리 여닫이로 되어있으면 나을거같은데 엄청 불편합니다.",3,2022,5,21,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
17,17,A000000175090,배디리,394,0,4,0,"셀퓨전씨, 워낙 유명한 브랜드잖아요.
모공이 점점 커지는 것 같고 걱정돼서 
한번도 써보지 않은 패드를 구매해봤습니다.
일단 패드는 좀 작은 사이즈에요.
앞뒷면이 달라요.
부드러운 면과, 엠보싱 면으로 구성되어 있습니다.
다른 패드를 써보지 않아서, 이 패드가 어느정도로 부드러운지 잘 모르겠는데,꽤 부드러운 것 같아요.
엠보싱 면으로 모공이 좀 커진 것 같은 부위를 닦고, 
다른 이것저것 할 때, 부드러운 면으로 피부에 올려놓고 사용합니다.
에센스는 다 쓸 때까지, 촉촉할 정도로 부족하지 않아요.
근데 전 민감한 피부라, 패드는 아무리 부드러워도 손으로 하는 것 보다 자극이 있는 것 같아요.
재구매는 안할 듯..
모공크기도 사실 잘 모르겠어요..
한번 사용해보시는 것도 나쁘지 않을 것 같아요.
감사합니다.",3,2022,3,21,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,0,0,0
18,18,A000000175090,OYLUV,0,1,5,0,"저는 피부가 복합성인데 계절별로 피부타입이 변합니다. 특히 여름철이나 조금이라도 제가 덥다고 느껴지면 티존과 이마쪽에 기름기가 완전 폭발하더라구요ㅠㅠ 특히 최근에 점점 모공도 넓어지는 것 같아서 신경쓰이는 와중에 마침 토너를 다 사용해서 알아보던 중에 이 제품을 알게되어 구매하게 되었습니다.
모공패드의 장점은 닦토로 사용하기도 하지만 스킨팩으로도 사용할 수 있어 그때그때 피부 타입에 따라 사용할 수 있어서 편하고 좋더라구요ㅎㅎ 이 제품을 사용한다고 해서 눈에 띄게 모공이 줄어들거나 그러지는 않겠지만 일단 사용해본 결과 꾸준히 사용한다면 피부 유수분 밸런스가 잘 맞도록 유지할 수 있을 것 같아요. 사용감도 끈끈하지 않고 산뜻해서 자꾸 손이 가고 좋네요:)
재구매 의사 100% 입니다. 적극 추천해요~~!",3,2021,10,9,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0
19,19,A000000175090,구름도,0,0,5,1,"1. 저번에 사용해보고 너무 좋아서 재구매 2개 했음 열어놓고 찍은 건 새거 뜯은 거고 기존에 3통은 다 써서 버림
2. 패드 안에 집게 넣으면 좀 그런데 위에 뚜껑이 있어서 위생적
3. 정말 모든 피부타입 추천
4. 각질 정돈 탁월
5. 끈적임 없이 '수분감'이 오래감
6. 써본 패드 중에 제일 촉촉한데 기름지거나 '끈적임x'
7. 20가지 유해성분과 알러지 성분 없음
8. 생리전에 오돌도돌 올라오는 곳에 얹어놓으면 잘 가라 앉음
9. 간지러울 때 닦아주면 좋음
10. 예전에 클렌징 워터 대충하고 폼클렌징 까먹었은 후 스킨케어 할 때 패드로 닦았더니 덜 닦인 화장 묻어나와서 기겁할 뻔 그래서 이 제품의 성능이 놓다는 걸 깨달음
11. 패드 크기는 적당함 너무 작거나 크지 않음

☆속뚜껑이 잘 안 닫히시는 분들은☆
 돌리면서 꾹꾹 (x)
 가운데! 중앙만 꾸욱 (O)
☆누르시면 매우 잘 닫힌답니다 고장난 거 아니예요☆",3,2021,9,9,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
20,20,A000000175090,진0,0,0,5,0,"좋네용! 코쪽 모공이 제 큰 고민중에 하나인데 꾸준히 사용해보려구요!

일단 끈적임이 없어서 합격이었고, 앞뒤면 다 거즈아니고 엠보싱면이어서 앞뒷면 다 활용할 수 있어서 좋았습니다!

자극적이지도 않았고 PHA성분이 들어가있어서 이 모공패드를 사용하는 것만으로도 데일리 필링을 할 수 있어서 좋았어요!

한번 사용으로 모공축소효과를 봤다고는 할 수 없지만 
모공수축 및 피지분비비케어 특허 성분이 들어있다고 하니 꾸준히 쓰면 효과를 보지않을까 싶어서 사용해보려구요~!!

모공 늘어지지 않게 케어하기 위해서 다들 한번씩 사용해보세요!!!",3,2021,3,26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
21,21,A000000175090,ken****,0,0,5,1,"선스크린 2000원에 사면서 같이 샀던 제품인데 저는 생각보다 기대이하였던 제품이였어요
일단 저는 건성 트러블 민감피부에요
패드전부터 쓰고싶다가 이번에 패드중에 뭐 살까 하다가 최근들에 셀퓨젼시 브랜드를 잘 이용하고 있어 기대하고 샀는데 제 피부에는 좀 자극적였어요 패드쓰고나면 가끔 빨갛게 올라오는게 있었어요 민감성이신분들은 다른 브랜드에서 나오는 진정패드사는것을 추천드려요 그리고  패드 크기가 조금 작아요 더 컷으면 좋았을거 같아요. 그리고 저는 그 이패드로 얼굴닦이는 부담스러워서 팩용으로 올려놔요 
일반적으로 생각해보면 패드 크기가 작아서 팩용도보다는 닦아내는 용도로 더 좋은거 같아요 모공수축효과는 잘 모르겠어요 원래 패드로 모공수축하는건 한계가 있으니까 이건 상관없어요 관리 안하는거 보다는 났겠지라는 생각으로 쓰고있는중이에요",3,2021,3,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
22,22,A000000175090,도아,0,0,5,0,"평소 패드 제품을 좋아하는 사람입니다.
현재도 각질제거 목적으로 타사제품을 사용하고 있는데요~
이번에 체험단으로 셀퓨전씨 패드도 써볼 기회를 잡게되어 정말 좋았어요!!
제 피부는 여드름흉터로 인한 잦은 피부과 시술로 엄청 민감하고 모공도 많이 늘어져 있는 상태인데, 각질은 물론 모공관리에도 도움이 된다고 하니 무척 기대가 됐어요.
일주일간 사용해보니 전 재구매 하려고 합니다!!!
우선 오픈하면 바로 보이는 내장집게로 한장씩 집어 사용하기 편리하기도 하고, 한장씩 위생적으로 사용할 수 있는게 맘에 들었어요.
패드에 에센스도 넉넉하게 먹고 있어서 한장을 끝까지 촉촉하게 사용할 수 있는데, 그래서 그런지 피부에 자극이 덜해서 좋았습니다.
흡수도 끈적임없이 빠르게 흡수되서 만족했어요.
패드가 타사제품처럼 엠보싱면과 부드러운면으로 되어있는데요~
엠보싱면으로 혹여나 세안으로도 덜 닦인 이물질을 닦아내듯이 가볍게 쓸어내리고, 부드러운 면으로는 에센스를 흡수하듯이 톡톡 두들겨서 사용하니 딱 좋았어요.
셀퓨전씨하면 썬크림!! 했었는데, 패드도 맛집이네요:-)",3,2021,1,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0
23,23,A000000175090,jmi,1373,0,5,0,"셀퓨전씨는 항상 선크림만 사용했었는데
이번에 모공패드도 올영체험단에 있어서
수부지 피부에 모공관리가 고민이라 고민없이 신청했어요.
일단 안에 위생적으로 패드를 사용 할 수 있도록 핀셋이 있고
캡도 씌워져 있어요~
에센스를 머금은 하얀 패드 60매가 들어있고
양면이라 하루 한장 사용이면 두달 정도 사용 할 수 있어요.
사실 그동안 다양한 패드들이 시중에 많이
출시 됐었는데 피부가 예민한 편이라 패드 사용이 
살짝 걱정되긴 했지만 트리악 모공패드는 
생각보다 저자극에 촉촉하고 수분감이 넘치는...
간편한 데일리 필링도 되서 사용감이 만족스러웠습니다^^
패드 한장으로 각질/모공관리가 편하게 된다니 너무나 좋네요!",3,2021,1,3,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0
24,24,A000000175090,쑥찐빵,62,1,5,0,"나이가 들어가면서 모공도 넓어지고 피부가 거칠어져서 화장하면 들뜨고 겉돌아서 모공관리의 필요성을 느끼고 있던차에 때마침 셀퓨전시 모공톡스를 접하게 됐네요. 
배송받고 꾸준히 사용해보구 있어요.  세안후 사용해보니 우선 당김이 없어서 좋았구요, 닦아내면서 피부가 따가울까봐 걱정했는데 전혀 따갑지 않아요.  뚜껑 열면 핀셋이 있어서 위생적으로 꺼내쓸수 있도록 되어있구요.  하나하나 세심하게 신경쓴 제품이네요.  모공축소 효과를 볼 수 있도록 더 열심히 사용할께요.",3,2020,12,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
25,25,A000000175090,써닝a,740,0,5,0,"이번에 좋은기회로 셀퓨전씨 패드를 써보게 되었어요~모공수축패드라서 더욱더 솔깃했습니다!!뚜껑을 열면 위생적으로 사용할수 있도록 집게가 있어요😍
기존의 패드와는 다르게 수분감이 날라가지 않도록 속캡이 한번더 막아줍니다🤗사용법은 세안후 스킨케어 첫 단계에서 엠보싱 면으로 얼굴전체를 부드럽게 닦아줍니다~각질과 노폐물이 제거되는것을 느낄수 있어요!부드러운 반대편으로 한번 더 닦아줍니다~너무 세게닦으면 자극이 있어서 무조건 살살  ㅎㅎ
저는 목이랑 귀뒷부분도 닦아줘요ㅋㅋ에센스 양이 많아서 촉촉합니다!제가 쓰던 패드는 얇았는데 셀퓨전씨 패드는 두껍더라구여ㅎ이것도 맘에 듭니다!!
평소 모공때문에 고민이신분이라면 적극 추천합니다👏위생적이고 청결하고 모공수축되는 셀퓨전씨 제품 💞다쓰면 재구매각입니다❣",3,2020,12,26,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0
26,26,A000000175090,덩덕쿵덩이,0,0,5,0,"세안후 패드는 무조건 써야하는 복합성 피부라서
좋은 기회에 체험하게 된 셀퓨전씨 트리악 모공톡스 패드!

개봉할때 부터 너무 맘에 들었어요~
통도 탄탄하고 안에 한번 더 캡이 들어있는데 공기가 통하지 않게 정말 꽉 닫히는 느낌 👏🏻
여러장 겹쳐 있으니 같이 내장되있는 집게로 한장씩 써보았어요~ 패드가 적당히 두꺼워서 한장으로도 충분하게 전체적인 얼굴 정리와 수분공급이 되었어요
딱 얼굴에 올리자 마자 시원한 느낌이 좋았습니다
저녁에 세안후 , 아침 세안후 계속 써봤는데 정말 자극 없이 모공과 피부결이 정리되는 느낌이 들었습니다!
또 복합성에게 맞는 약산성 성분이라니 수부지 피부에게 알맞는 제품같아요❤️ 모공 피지 각질 수분 모두 관리가 된다니 꾸준히 써볼려구요~ 추천합니다",3,2020,12,25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0
27,27,A000000175090,로러롱,299,0,5,0,"토너패드 진짜 좋아해서 여러브랜드 제품 다양하게 많이 써봤는데 그중에서 가장 많이 재구매한 제품입니당. 주변에도 추천도 많이했어용 !!! 패드 면은 부드럽고 엠보면입니당 적당한 두께감이에요 . 통에 찰랑할만큼 넉넉히 토너 들어 있음

(장점)
*피부결이 좋아짐
*여드름 진정에 좋다
*피부에 노페물을 잘 닦아줌(다른패드에 비해 노폐물이 묻어나오는게 더 많이 보임)
*자극적이지 않고 순하게 느껴지고 내용물이 굉장히 넉넉히 묻어져있음
*미끌거리는 느낌이나 유분감이 적지만 수분감은 아주 충분함(수부지,건성 추천!!)

딱히 개인적으로 단점을 모르겠어요
지성이신분들은 한여름에는 쓰기 살짝 무거울 것 같아요
세일을 자주 해주세용 ㅠㅠㅠ 이토너패드가 셀퓨전씨 제품군들 중에서 가장 좋았어요ㅎㅎㅎ",2,2022,11,11,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0
28,28,A000000175090,오휘옹,320,1,5,0,"셀퓨전씨 모공톡스 패드 일주일 특가로 만원초반대에 구매했었어요! 

셀퓨전씨는 선크림만 유명한줄 알았는데 토너패드는 우연히 사용해봤는데 너무 좋았어요 ~! 

에센스양이 정말 많아서 아직도 많이 남아있네요!! 

피부가 민감한 편이라 토너패드를 매일 쓰진 않아서 아직 조금 남아있어요 ~ 
일주일에 3번정도 쓰는 편이에요! 
에센스 양도 많아서 촉촉하고 1개로 다 하거나 넉넉하게 2개씩 사용했어요 ! 크기는 딱 적당한 정도에요 ~! 

재구매 의사 있어요 !! 

한가지 아쉬운건 모공관련 효과는 잘 모르겠어요 ..! 

그냥 피부결 정리 필요할 때 주로 사용했어요 ~! 
그래도 셀퓨전씨 브랜드 답게 순하고 자극없어서 좋았어요 ~! 
재구매의사 있습니다 !! 
토너패드 요즘엔 다 순하고 자극없는 편으로 평타이상으론 나와서 좋아요 추천드려요!!",2,2022,8,18,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0
29,29,A000000175090,602kim,543,0,5,0,"완전 제 스킨루틴의 첫번째 자리를 꿰찬 아이에요

요거 다 써서 어디에서 샘플로 받은 다른 토너패드 2-3일 전도 쓰고있었는데 뭔가 얼굴에 조금씩 뭐 올라오는 느낌?이라서 
급 오늘드림으로 요 패드 구매했어요
그날부터 다시 셀퓨전씨로 돌아왔는데 트러블이 감쪽같이 사라졌어요

진짜 느므신기.. 쓸 때는 그냥 별 생각없이 쓰고있었는데 다른 걸로 잠시 갈아타니까 바로 나타나서 돌아왔어요

앞으로도 더 좋은 패드 찾기전까지는 셀퓨전씨로 정착하려구요🫶🏻

피지 많고 모공 부자인분들 셀퓨전씨 모공톡스패드 강추드려요",2,2022,7,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0,0,0,0,0,0,0
30,30,A000000175090,로러롱,299,0,5,0,"토너패드 진짜 좋아해서 여러브랜드 제품 다양하게 많이 써봤는데 그중에서 가장 많이 재구매한 제품입니당. 주변에도 추천도 많이했어용 !!! 패드 면은 부드럽고 엠보면입니당 적당한 두께감이에요 . 통에 찰랑할만큼 넉넉히 토너 들어 있음

(장점)
*피부결이 좋아짐
*여드름 진정에 좋다
*피부에 노페물을 잘 닦아줌(다른패드에 비해 노폐물이 묻어나오는게 더 많이 보임)
*자극적이지 않고 순하게 느껴지고 내용물이 굉장히 넉넉히 묻어져있음
*미끌거리는 느낌이나 유분감이 적지만 수분감은 아주 충분함(수부지,건성 추천!!)

딱히 개인적으로 단점을 모르겠어요
지성이신분들은 한여름에는 쓰기 살짝 무거울 것 같아요
세일을 자주 해주세용 ㅠㅠㅠ 이토너패드가 셀퓨전씨 제품군들 중에서 가장 좋았어요ㅎㅎㅎ",2,2022,6,23,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0
